Year,Month,Day,Max Temp (F),Min Temp (F)
2012,4,29,83,52
2012,4,30,80,53
2012,5,1,69,52
2012,5,2,66,46
2012,5,3,67,50
2012,5,4,65,51
2012,5,5,77,47
2012,5,6,84,50
2012,5,7,88,55
2012,5,8,88,54
2012,5,9,76,54
2012,5,10,83,50
2012,5,11,90,53
2012,5,12,81,55
2012,5,13,74,52
2012,5,14,72,53
2012,5,15,71,53
2012,5,16,70,54
2012,5,17,70,54
2012,5,18,78,50
2012,5,19,79,50
2012,5,20,82,53
2012,5,21,75,54
2012,5,22,73,58
2012,5,23,72,54
2012,5,24,69,52
2012,5,25,65,50
2012,5,26,65,50
2012,5,27,67,53
2012,5,28,67,53
2012,5,29,72,49
2012,5,30,79,51
2012,5,31,86,53
2012,6,1,84,57
2012,6,2,77,55
2012,6,3,78,53
2012,6,4,64,52
2012,6,5,68,50
2012,6,6,73,50
2012,6,7,74,51
2012,6,8,72,54
2012,6,9,79,49
2012,6,10,90,55
2012,6,11,94,58
2012,6,12,85,57
2012,6,13,79,55
2012,6,14,78,54
2012,6,15,86,52
2012,6,16,98,59
2012,6,17,86,60
2012,6,18,78,56
2012,6,19,81,52
2012,6,20,94,58
2012,6,21,67,53
2012,6,22,73,52
2012,6,23,70,54
2012,6,24,71,50
2012,6,25,73,51
2012,6,26,76,54
2012,6,27,82,55
2012,6,28,77,56
2012,6,29,74,58
2012,6,30,79,60
2012,7,1,76,61
2012,7,2,76,59
2012,7,3,81,55
2012,7,4,81,56
2012,7,5,73,55
2012,7,6,80,55
2012,7,7,88,58
2012,7,8,74,56
2012,7,9,76,57
2012,7,10,88,54
2012,7,11,88,58
2012,7,12,84,58
2012,7,13,72,56
2012,7,14,81,55
2012,7,15,79,54
2012,7,16,74,56
2012,7,17,76,59
2012,7,18,73,59
2012,7,19,75,58
2012,7,20,82,59
2012,7,21,92,61
2012,7,22,85,58
2012,7,23,88,57
2012,7,24,79,57
2012,7,25,78,57
2012,7,26,75,57
2012,7,27,78,57
2012,7,28,76,56
2012,7,29,78,57
2012,7,30,87,56
2012,7,31,83,60
2012,8,1,83,55
2012,8,2,84,57
2012,8,3,79,54
2012,8,4,72,57
2012,8,5,75,58
2012,8,6,78,58
2012,8,7,78,57
2012,8,8,87,56
2012,8,9,90,57
2012,8,10,85,59
2012,8,11,89,57
2012,8,12,81,58
2012,8,13,85,60
2012,8,14,82,61
2012,8,15,78,60
2012,8,16,81,59
2012,8,17,77,59
2012,8,18,81,59
2012,8,19,74,55
2012,8,20,76,55
2012,8,21,78,55
2012,8,22,74,56
2012,8,23,78,56
2012,8,24,82,55
2012,8,25,76,56
2012,8,26,71,58
2012,8,27,82,55
2012,8,28,84,59
2012,8,29,89,56
2012,8,30,81,57
2012,8,31,69,56
2012,9,1,74,57
2012,9,2,85,53
2012,9,3,87,56
2012,9,4,78,56
2012,9,5,75,57
2012,9,6,78,56
2012,9,7,75,56
2012,9,8,71,56
2012,9,9,74,54
2012,9,10,83,50
2012,9,11,82,52
2012,9,12,76,53
2012,9,13,80,59
2012,9,14,74,57
2012,9,15,76,56
2012,9,16,76,55
2012,9,17,71,55
2012,9,18,69,54
2012,9,19,68,53
2012,9,20,72,50
2012,9,21,79,51
2012,9,22,84,52
2012,9,23,83,53
2012,9,24,77,50
2012,9,25,78,51
2012,9,26,75,52
2012,9,27,81,52
2012,9,28,70,53
2012,9,29,80,55
2012,9,30,90,54
2012,10,1,94,57
2012,10,2,96,61
2012,10,3,89,59
2012,10,4,76,56
2012,10,5,74,56
2012,10,6,,
2012,10,7,,
2012,10,8,,
2012,10,9,,
2012,10,10,,
2012,10,11,,
2012,10,12,,
2012,10,13,,
2012,10,14,,
2012,10,15,,
2012,10,16,,
2012,10,17,,
2012,10,18,,
2012,10,19,,
2012,10,20,,
2012,10,21,,
2012,10,22,,
2012,10,23,,
2012,10,24,,
2012,10,25,,
2012,10,26,,
2012,10,27,,
2012,10,28,,
2012,10,29,,
2012,10,30,71,
2012,10,31,64,57
2012,11,1,68,54
2012,11,2,67,48
2012,11,3,73,48
2012,11,4,79,51
2012,11,5,84,52
2012,11,6,80,52
2012,11,7,67,54
2012,11,8,62,45
2012,11,9,58,45
2012,11,10,60,40
